age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y_no,y_yes
35, 1, 224566, 2, 10, 3, 5, 4, 1, 2, 0, 0, 60, 1, 0,1
32, 1, 169841, 2, 10, 2, 4, 4, 1, 1, 0, 0, 55, 1, 0,1
41, 1, 42563, 1, 13, 1, 1, 1, 1, 1, 0, 0, 25, 1, 1,0
37, 1, 31368, 2, 10, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
17, 1, 132755, 3, 7, 3, 4, 2, 1, 2, 0, 0, 15, 1, 0,1
50, 1, 279129, 1, 13, 2, 5, 4, 1, 2, 0, 0, 55, 1, 1,0
31, 0, 86143, 4, 9, 1, 0, 3, 2, 2, 0, 0, 40, 16, 0,1
54, 6, 44172, 4, 9, 4, 5, 6, 1, 1, 0, 0, 38, 1, 0,1
23, 6, 93076, 4, 9, 3, 3, 2, 5, 2, 0, 0, 40, 1, 0,1
40, 1, 146653, 1, 13, 2, 9, 6, 1, 1, 0, 0, 20, 1, 0,1
29, 1, 221366, 1, 13, 1, 6, 3, 1, 2, 5013, 0, 40, 6, 0,1
38, 1, 189404, 4, 9, 6, 3, 4, 1, 2, 0, 0, 35, 0, 0,1
30, 1, 172304, 7, 11, 1, 5, 3, 1, 2, 0, 0, 55, 1, 0,1
20, 1, 116666, 2, 10, 3, 4, 2, 2, 2, 0, 0, 8, 8, 0,1
43, 2, 64112, 2, 10, 1, 10, 3, 1, 2, 0, 0, 50, 1, 0,1
25, 1, 55718, 2, 10, 3, 1, 2, 1, 2, 0, 0, 25, 1, 0,1
39, 1, 126675, 11, 14, 1, 4, 3, 1, 2, 0, 0, 50, 1, 1,0
48, 1, 102112, 6, 12, 1, 6, 3, 1, 2, 0, 0, 50, 1, 1,0
41, 2, 226505, 4, 9, 2, 3, 6, 1, 1, 0, 0, 40, 1, 0,1
24, 1, 211527, 1, 13, 3, 9, 4, 1, 2, 0, 0, 30, 1, 0,1
20, 1, 175069, 2, 10, 3, 9, 2, 1, 2, 0, 0, 40, 36, 0,1
25, 1, 25249, 2, 10, 3, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
57, 1, 73411, 2, 10, 1, 2, 3, 1, 2, 0, 0, 40, 1, 1,0
39, 1, 207185, 2, 10, 1, 5, 1, 1, 1, 0, 0, 35, 4, 1,0
66, 1, 127139, 1, 13, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
34, 1, 41809, 2, 10, 2, 9, 6, 1, 1, 0, 0, 40, 1, 0,1
36, 1, 297449, 1, 13, 2, 6, 4, 1, 2, 14084, 0, 40, 1, 1,0
46, 1, 141483, 4, 9, 1, 4, 1, 1, 1, 0, 0, 40, 1, 0,1
42, 5, 117227, 11, 14, 2, 6, 6, 1, 1, 0, 0, 45, 1, 0,1
46, 1, 377401, 4, 9, 1, 11, 3, 1, 2, 0, 1902, 70, 5, 1,0
34, 5, 167063, 4, 9, 3, 13, 2, 1, 2, 0, 0, 40, 1, 0,1
43, 1, 253759, 2, 10, 1, 1, 1, 5, 1, 0, 0, 40, 1, 0,1
42, 1, 183096, 2, 10, 2, 5, 2, 1, 1, 0, 0, 40, 1, 0,1
31, 1, 269654, 1, 13, 3, 4, 4, 1, 2, 0, 0, 48, 1, 0,1
70, 0, 293076, 2, 10, 1, 0, 3, 1, 2, 0, 0, 30, 1, 0,1
32, 1, 34104, 2, 10, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
46, 4, 80057, 4, 9, 1, 9, 3, 1, 2, 0, 0, 40, 6, 1,0
42, 3, 369781, 9, 4, 2, 2, 6, 1, 2, 0, 0, 25, 1, 0,1
21, 1, 223811, 7, 11, 3, 5, 2, 1, 2, 0, 0, 40, 1, 0,1
24, 1, 163053, 1, 13, 3, 4, 4, 1, 1, 0, 0, 40, 1, 0,1
23, 1, 189461, 4, 9, 3, 4, 5, 1, 2, 0, 0, 55, 1, 0,1
50, 5, 145166, 11, 14, 1, 6, 3, 1, 2, 7298, 0, 40, 1, 1,0
37, 1, 86310, 2, 10, 2, 9, 6, 1, 1, 0, 0, 45, 1, 0,1
19, 0, 263224, 3, 7, 3, 0, 6, 1, 1, 0, 0, 30, 1, 0,1
44, 4, 280362, 6, 12, 1, 2, 3, 1, 2, 0, 0, 40, 1, 1,0
29, 1, 301031, 4, 9, 1, 11, 3, 5, 2, 0, 0, 40, 1, 0,1
30, 1, 74966, 7, 11, 1, 9, 1, 1, 1, 0, 0, 24, 1, 0,1
36, 1, 254493, 2, 10, 1, 4, 3, 1, 2, 0, 0, 44, 1, 0,1
49, 2, 204241, 1, 13, 3, 4, 4, 1, 2, 0, 0, 45, 1, 0,1
29, 1, 225024, 4, 9, 2, 2, 4, 1, 2, 0, 0, 40, 1, 0,1
45, 5, 148222, 4, 9, 3, 9, 4, 5, 1, 0, 0, 40, 1, 0,1
75, 6, 113868, 14, 16, 1, 6, 3, 5, 2, 0, 0, 20, 1, 1,0
42, 1, 132633, 4, 9, 3, 12, 4, 1, 1, 0, 0, 40, 0, 0,1
37, 1, 44780, 6, 12, 2, 5, 4, 1, 1, 0, 0, 40, 1, 0,1
51, 1, 86373, 1, 13, 1, 8, 3, 1, 2, 0, 0, 25, 1, 0,1
61, 5, 176753, 4, 9, 1, 10, 3, 1, 2, 0, 0, 48, 1, 0,1
33, 1, 164707, 6, 12, 3, 5, 6, 1, 1, 2174, 0, 55, 0, 0,1
50, 5, 370733, 4, 9, 1, 9, 3, 5, 2, 0, 0, 40, 1, 0,1
59, 1, 216851, 4, 9, 3, 8, 4, 1, 2, 0, 0, 40, 1, 0,1
25, 1, 137951, 4, 9, 3, 9, 6, 1, 1, 0, 0, 30, 1, 0,1
22, 1, 185279, 4, 9, 3, 7, 2, 1, 2, 0, 0, 16, 1, 0,1
56, 1, 159724, 2, 10, 1, 11, 3, 1, 2, 0, 0, 40, 1, 1,0
44, 1, 103233, 1, 13, 3, 9, 6, 5, 1, 0, 0, 40, 1, 0,1
35, 1, 63509, 7, 11, 1, 2, 3, 1, 2, 0, 0, 50, 1, 0,1
57, 1, 174353, 4, 9, 3, 5, 4, 1, 2, 0, 0, 40, 1, 0,1
47, 2, 168109, 4, 9, 1, 10, 3, 1, 2, 15024, 0, 50, 1, 1,0
27, 1, 159724, 1, 13, 3, 5, 4, 1, 1, 0, 0, 40, 1, 0,1
50, 2, 105010, 4, 9, 1, 10, 3, 1, 2, 0, 2051, 20, 1, 0,1
30, 1, 179112, 1, 13, 3, 6, 2, 5, 2, 0, 0, 40, 0, 0,1
46, 1, 364913, 3, 7, 1, 11, 3, 5, 2, 0, 0, 40, 1, 0,1
48, 3, 155664, 5, 15, 1, 6, 3, 1, 2, 0, 0, 60, 1, 1,0
61, 1, 230568, 1, 13, 2, 9, 4, 1, 2, 0, 0, 40, 1, 1,0
33, 1, 86492, 4, 9, 3, 11, 4, 1, 2, 0, 0, 87, 1, 0,1
40, 1, 71305, 4, 9, 1, 3, 3, 5, 2, 0, 0, 40, 1, 0,1
58, 3, 189933, 2, 10, 1, 5, 3, 1, 2, 0, 0, 65, 1, 1,0
46, 3, 191978, 11, 14, 1, 5, 3, 1, 2, 0, 2392, 50, 1, 1,0
35, 1, 38948, 2, 10, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
51, 3, 139127, 2, 10, 2, 5, 6, 1, 1, 0, 0, 50, 1, 0,1
37, 1, 301568, 10, 8, 3, 3, 2, 1, 1, 0, 0, 40, 1, 0,1
64, 1, 149044, 11, 14, 1, 6, 3, 2, 2, 0, 2057, 60, 12, 0,1
41, 1, 197344, 4, 9, 3, 2, 4, 1, 2, 0, 0, 54, 1, 0,1
18, 1, 32244, 3, 7, 3, 7, 2, 1, 2, 594, 0, 30, 1, 0,1
44, 2, 315406, 3, 7, 1, 10, 3, 1, 2, 0, 0, 88, 1, 0,1
41, 6, 47170, 1, 13, 1, 6, 1, 3, 1, 0, 0, 48, 1, 1,0
33, 6, 208785, 2, 10, 4, 6, 4, 1, 2, 10520, 0, 40, 1, 1,0
37, 1, 196338, 8, 5, 4, 12, 6, 1, 1, 0, 0, 16, 21, 0,1
34, 1, 269243, 2, 10, 3, 9, 2, 1, 1, 0, 0, 40, 1, 0,1
24, 4, 215115, 1, 13, 3, 1, 2, 1, 1, 0, 0, 40, 0, 0,1
20, 1, 117767, 2, 10, 3, 7, 2, 1, 2, 0, 0, 40, 1, 0,1
38, 1, 176101, 1, 13, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
28, 1, 138283, 7, 11, 3, 3, 4, 1, 1, 0, 0, 40, 1, 0,1
20, 2, 132320, 4, 9, 3, 11, 2, 1, 2, 0, 0, 45, 1, 0,1
22, 4, 471452, 1, 13, 3, 1, 2, 1, 2, 0, 0, 8, 1, 0,1
55, 1, 147653, 1, 13, 2, 9, 6, 1, 1, 0, 0, 73, 1, 0,1
20, 1, 49179, 2, 10, 3, 6, 4, 1, 2, 0, 0, 35, 1, 0,1
26, 1, 174921, 1, 13, 3, 6, 4, 1, 1, 0, 0, 40, 1, 0,1
20, 3, 95997, 4, 9, 3, 10, 2, 1, 2, 0, 0, 70, 1, 0,1
40, 1, 247245, 8, 5, 2, 3, 4, 1, 1, 0, 0, 40, 1, 0,1
33, 1, 67072, 4, 9, 1, 4, 3, 1, 2, 0, 0, 50, 1, 1,0
54, 0, 95329, 2, 10, 2, 0, 2, 1, 2, 0, 0, 50, 1, 0,1
24, 1, 107882, 4, 9, 3, 4, 4, 1, 1, 0, 0, 40, 1, 0,1
25, 1, 241825, 2, 10, 3, 5, 2, 1, 2, 0, 0, 46, 1, 0,1
18, 1, 79443, 3, 7, 3, 3, 2, 1, 2, 0, 0, 8, 1, 0,1
49, 2, 233059, 4, 9, 1, 2, 3, 1, 2, 0, 0, 60, 1, 0,1
17, 1, 226980, 10, 8, 3, 7, 2, 1, 2, 0, 0, 17, 1, 0,1
34, 2, 181087, 7, 11, 1, 2, 3, 1, 2, 0, 0, 45, 1, 0,1
37, 1, 305597, 1, 13, 1, 6, 3, 1, 2, 0, 0, 45, 1, 1,0
49, 4, 311671, 2, 10, 1, 5, 3, 1, 2, 0, 0, 40, 1, 1,0
74, 1, 129879, 4, 9, 5, 9, 4, 1, 1, 15831, 0, 40, 1, 1,0
37, 1, 83375, 4, 9, 2, 10, 4, 1, 2, 0, 0, 40, 1, 0,1
20, 1, 115824, 3, 7, 1, 7, 3, 1, 2, 0, 1573, 40, 1, 0,1
40, 1, 141657, 4, 9, 1, 5, 1, 1, 1, 0, 0, 35, 1, 1,0
34, 1, 50276, 1, 13, 3, 4, 4, 1, 2, 27828, 0, 40, 1, 1,0
30, 1, 177216, 5, 15, 1, 6, 3, 5, 2, 0, 1740, 40, 29, 0,1
44, 1, 228057, 4, 9, 4, 9, 4, 1, 1, 0, 0, 40, 4, 0,1
40, 1, 222848, 13, 6, 1, 3, 1, 5, 1, 0, 0, 32, 1, 0,1
58, 1, 121111, 4, 9, 1, 4, 1, 1, 1, 0, 0, 40, 10, 0,1
44, 1, 298885, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
42, 1, 149909, 2, 10, 1, 4, 3, 1, 2, 0, 0, 25, 1, 1,0
39, 1, 387430, 4, 9, 3, 3, 4, 1, 2, 0, 0, 18, 1, 0,1
19, 1, 121972, 4, 9, 3, 3, 2, 5, 2, 0, 0, 40, 1, 0,1
41, 1, 280167, 11, 14, 1, 5, 3, 1, 2, 15024, 0, 70, 1, 1,0
29, 6, 191355, 11, 14, 3, 6, 4, 1, 2, 0, 0, 40, 1, 0,1
34, 4, 112115, 2, 10, 3, 2, 5, 1, 2, 0, 0, 40, 1, 0,1
38, 0, 104094, 2, 10, 1, 0, 3, 1, 2, 0, 0, 15, 1, 0,1
27, 1, 211032, 16, 1, 1, 10, 5, 1, 2, 41310, 0, 24, 21, 0,1
54, 1, 199307, 2, 10, 2, 2, 6, 1, 1, 0, 0, 48, 1, 0,1
40, 1, 205175, 4, 9, 5, 8, 6, 5, 1, 0, 0, 37, 1, 0,1
19, 1, 257750, 2, 10, 3, 4, 5, 1, 1, 0, 0, 25, 1, 0,1
17, 1, 191260, 3, 7, 3, 3, 2, 1, 2, 594, 0, 10, 1, 0,1
33, 1, 342730, 2, 10, 1, 4, 3, 1, 2, 0, 0, 52, 1, 0,1
80, 1, 249983, 9, 4, 5, 3, 4, 1, 1, 0, 0, 24, 1, 0,1
24, 2, 161508, 4, 9, 3, 2, 2, 1, 2, 0, 0, 50, 1, 0,1
28, 1, 338376, 1, 13, 3, 6, 2, 1, 2, 0, 0, 40, 1, 0,1
55, 1, 334308, 4, 9, 1, 5, 1, 1, 1, 0, 0, 30, 1, 1,0
21, 1, 133471, 2, 10, 3, 5, 2, 1, 2, 0, 0, 40, 1, 0,1
51, 1, 129177, 4, 9, 2, 9, 4, 1, 1, 0, 0, 38, 1, 0,1
19, 1, 178811, 4, 9, 3, 8, 2, 5, 1, 0, 0, 40, 1, 0,1
42, 1, 178537, 4, 9, 3, 3, 4, 1, 1, 0, 0, 24, 1, 0,1
60, 2, 235535, 4, 9, 1, 5, 3, 1, 2, 0, 0, 48, 1, 0,1
20, 0, 298155, 2, 10, 3, 0, 2, 5, 1, 0, 0, 40, 1, 0,1
51, 1, 145114, 4, 9, 2, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
21, 1, 194096, 2, 10, 3, 3, 2, 1, 1, 0, 0, 40, 1, 0,1
37, 6, 191779, 2, 10, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
26, 1, 159732, 4, 9, 3, 8, 4, 1, 2, 0, 0, 52, 1, 0,1
42, 4, 170230, 11, 14, 3, 5, 4, 1, 1, 14084, 0, 60, 1, 1,0
40, 1, 104719, 2, 10, 1, 7, 3, 1, 2, 0, 0, 40, 1, 0,1
55, 1, 163083, 11, 14, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
33, 1, 403552, 4, 9, 3, 3, 4, 5, 2, 0, 0, 32, 1, 0,1
62, 1, 218009, 4, 9, 1, 11, 3, 1, 2, 0, 1977, 60, 1, 1,0
47, 1, 179313, 13, 6, 2, 4, 6, 1, 1, 0, 0, 30, 1, 0,1
26, 1, 51961, 10, 8, 3, 4, 5, 5, 2, 0, 0, 51, 1, 0,1
59, 1, 426001, 4, 9, 6, 9, 6, 1, 1, 0, 0, 20, 4, 0,1
70, 5, 176493, 2, 10, 5, 9, 4, 1, 1, 0, 0, 17, 1, 0,1
26, 1, 124068, 2, 10, 3, 9, 4, 1, 1, 0, 0, 20, 1, 0,1
47, 1, 108510, 13, 6, 1, 4, 3, 1, 2, 0, 0, 65, 1, 0,1
25, 1, 181528, 11, 14, 3, 5, 4, 1, 1, 0, 0, 43, 1, 0,1
52, 3, 173754, 5, 15, 1, 6, 3, 1, 2, 15024, 0, 60, 1, 1,0
46, 1, 169699, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
67, 1, 126849, 13, 6, 1, 11, 3, 3, 2, 0, 0, 20, 1, 0,1
34, 1, 204470, 11, 14, 1, 5, 3, 1, 2, 0, 0, 50, 1, 1,0
53, 6, 116367, 2, 10, 2, 9, 5, 1, 1, 4650, 0, 40, 1, 0,1
22, 1, 117363, 1, 13, 3, 9, 4, 1, 1, 0, 0, 35, 1, 0,1
39, 5, 106297, 4, 9, 2, 9, 2, 1, 2, 0, 0, 42, 1, 0,1
54, 2, 108933, 4, 9, 1, 2, 3, 1, 2, 0, 0, 35, 1, 0,1
24, 1, 190143, 1, 13, 1, 4, 3, 1, 2, 0, 0, 40, 1, 0,1
37, 1, 246677, 4, 9, 4, 6, 6, 1, 1, 0, 0, 38, 1, 0,1
38, 1, 175360, 13, 6, 3, 6, 4, 1, 2, 0, 2559, 90, 1, 1,0
41, 5, 210259, 11, 14, 3, 6, 4, 5, 1, 0, 0, 40, 1, 0,1
36, 1, 166304, 4, 9, 1, 11, 3, 1, 2, 0, 0, 33, 1, 0,1
43, 1, 303051, 7, 11, 1, 5, 3, 1, 2, 15024, 0, 40, 1, 1,0
39, 1, 49308, 1, 13, 2, 6, 4, 1, 2, 0, 0, 40, 1, 0,1
26, 1, 192262, 1, 13, 3, 4, 2, 1, 2, 0, 0, 45, 1, 0,1
49, 5, 192349, 11, 14, 3, 6, 4, 1, 1, 4650, 0, 40, 1, 0,1
37, 2, 48063, 1, 13, 1, 6, 3, 1, 2, 0, 0, 55, 1, 1,0
43, 1, 170214, 2, 10, 1, 5, 3, 1, 2, 0, 0, 50, 1, 1,0
54, 4, 51048, 4, 9, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
53, 3, 246562, 15, 3, 1, 4, 3, 1, 2, 0, 0, 40, 21, 1,0
57, 5, 215175, 11, 14, 1, 6, 3, 1, 2, 0, 0, 60, 1, 0,1
28, 1, 114967, 1, 13, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
29, 1, 464536, 1, 13, 1, 3, 3, 1, 2, 0, 0, 40, 1, 0,1
21, 1, 451996, 4, 9, 3, 4, 2, 1, 2, 0, 0, 40, 1, 0,1
51, 1, 138852, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
46, 6, 353012, 4, 9, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
50, 3, 321822, 5, 15, 1, 6, 3, 1, 2, 0, 0, 75, 1, 1,0
50, 2, 324506, 4, 9, 5, 5, 6, 2, 1, 0, 0, 48, 11, 0,1
36, 1, 162256, 4, 9, 2, 5, 6, 1, 1, 0, 0, 40, 1, 0,1
31, 5, 356689, 1, 13, 1, 6, 3, 1, 2, 0, 0, 40, 1, 0,1
20, 1, 260199, 4, 9, 3, 9, 2, 1, 1, 0, 0, 10, 1, 0,1
36, 1, 103605, 4, 9, 1, 7, 3, 1, 2, 0, 0, 40, 1, 0,1
38, 1, 316211, 4, 9, 2, 2, 2, 1, 2, 0, 0, 40, 1, 0,1
37, 1, 308691, 1, 13, 1, 2, 3, 1, 2, 0, 0, 45, 1, 1,0
39, 1, 194404, 11, 14, 1, 6, 3, 1, 2, 7688, 0, 40, 1, 1,0
18, 1, 334427, 13, 6, 3, 10, 2, 1, 2, 0, 0, 36, 1, 0,1
33, 1, 213226, 4, 9, 2, 4, 4, 1, 2, 0, 0, 50, 1, 0,1
35, 1, 342824, 4, 9, 3, 1, 4, 1, 1, 1151, 0, 40, 1, 0,1
23, 1, 33105, 2, 10, 3, 7, 2, 3, 2, 0, 0, 40, 1, 0,1
37, 1, 147638, 1, 13, 4, 3, 6, 2, 1, 0, 0, 36, 16, 0,1
25, 1, 315643, 4, 9, 1, 3, 3, 1, 2, 0, 0, 30, 1, 0,1
51, 4, 106257, 6, 12, 1, 1, 3, 5, 2, 0, 0, 40, 1, 0,1
35, 1, 342768, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
54, 1, 108960, 3, 7, 1, 8, 3, 1, 2, 0, 0, 40, 1, 0,1
66, 0, 168071, 4, 9, 1, 0, 3, 1, 2, 0, 0, 30, 1, 0,1
32, 1, 136935, 4, 9, 3, 3, 6, 5, 1, 0, 0, 13, 1, 0,1
37, 2, 188774, 1, 13, 3, 13, 4, 1, 2, 0, 0, 55, 1, 1,0
29, 1, 280344, 1, 13, 1, 4, 3, 1, 2, 0, 0, 40, 1, 1,0
45, 1, 202496, 1, 13, 1, 7, 3, 1, 2, 0, 0, 37, 1, 0,1
61, 3, 134768, 2, 10, 1, 4, 3, 1, 2, 0, 0, 40, 1, 0,1
40, 1, 175686, 2, 10, 2, 9, 6, 1, 1, 0, 0, 40, 1, 0,1
24, 1, 194748, 4, 9, 3, 11, 4, 1, 1, 0, 0, 49, 1, 0,1
49, 1, 61307, 9, 4, 1, 8, 3, 4, 2, 0, 0, 38, 1, 0,1
51, 2, 165001, 11, 14, 2, 5, 6, 1, 2, 25236, 0, 50, 1, 1,0
34, 1, 325658, 4, 9, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
28, 0, 201844, 4, 9, 4, 0, 6, 1, 1, 0, 0, 40, 21, 0,1
20, 1, 505980, 2, 10, 3, 4, 2, 1, 2, 0, 0, 40, 1, 0,1
30, 1, 185336, 2, 10, 2, 9, 6, 5, 1, 0, 0, 37, 1, 0,1
49, 3, 362795, 11, 14, 2, 6, 6, 1, 2, 99999, 0, 80, 21, 1,0
26, 1, 126829, 2, 10, 3, 4, 4, 1, 2, 0, 0, 40, 1, 0,1
63, 1, 264600, 13, 6, 1, 9, 3, 1, 2, 0, 0, 45, 1, 0,1
36, 1, 82743, 6, 12, 3, 11, 4, 1, 2, 0, 0, 55, 14, 0,1
63, 2, 125178, 1, 13, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
22, 1, 128487, 4, 9, 3, 9, 4, 1, 1, 0, 0, 10, 1, 0,1
40, 1, 321758, 4, 9, 1, 4, 3, 1, 2, 0, 0, 40, 1, 1,0
31, 1, 128220, 9, 4, 5, 9, 4, 1, 1, 0, 0, 35, 1, 0,1
49, 1, 176814, 2, 10, 1, 2, 3, 1, 2, 0, 0, 50, 5, 0,1
35, 1, 188069, 11, 14, 3, 6, 4, 1, 2, 13550, 0, 55, 0, 1,0
23, 6, 156423, 1, 13, 3, 6, 2, 1, 1, 0, 0, 20, 1, 0,1
25, 1, 169905, 7, 11, 3, 4, 4, 1, 2, 27828, 0, 40, 1, 1,0
34, 0, 157289, 4, 9, 1, 0, 3, 1, 2, 0, 0, 40, 1, 0,1
28, 1, 176972, 1, 13, 1, 2, 3, 1, 2, 0, 0, 45, 1, 1,0
44, 2, 171424, 2, 10, 2, 8, 4, 1, 2, 0, 2205, 35, 1, 0,1
33, 1, 91811, 4, 9, 4, 11, 4, 1, 2, 0, 0, 40, 1, 0,1
21, 1, 203924, 2, 10, 3, 9, 4, 1, 2, 2597, 0, 45, 1, 0,1
55, 1, 177484, 3, 7, 1, 3, 3, 5, 2, 0, 1672, 40, 1, 0,1
17, 0, 454614, 3, 7, 3, 0, 2, 1, 1, 0, 0, 8, 1, 0,1
75, 2, 242108, 4, 9, 2, 4, 4, 1, 2, 2346, 0, 15, 1, 0,1
61, 1, 132972, 8, 5, 3, 8, 6, 5, 1, 0, 0, 40, 1, 0,1
53, 1, 157947, 4, 9, 2, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
26, 5, 177482, 6, 12, 1, 13, 3, 1, 2, 0, 0, 45, 1, 1,0
48, 1, 246891, 2, 10, 5, 4, 6, 1, 2, 0, 0, 50, 1, 1,0
28, 6, 158834, 11, 14, 1, 5, 3, 1, 2, 0, 0, 50, 1, 1,0
30, 0, 203834, 1, 13, 3, 0, 4, 2, 1, 0, 0, 50, 28, 0,1
29, 1, 110442, 4, 9, 1, 7, 3, 1, 2, 0, 0, 45, 1, 0,1
25, 1, 240676, 2, 10, 2, 1, 2, 1, 1, 0, 0, 40, 1, 0,1
37, 1, 192939, 4, 9, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
43, 5, 260696, 1, 13, 2, 6, 6, 1, 1, 0, 0, 55, 1, 0,1
40, 5, 55363, 4, 9, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
34, 1, 144949, 13, 6, 1, 2, 3, 1, 2, 0, 0, 45, 1, 1,0
55, 1, 116878, 14, 16, 1, 6, 3, 1, 2, 15024, 0, 30, 1, 1,0
31, 5, 357954, 6, 12, 3, 1, 4, 1, 2, 0, 0, 20, 1, 0,1
21, 0, 170038, 2, 10, 3, 0, 2, 1, 1, 0, 0, 40, 1, 0,1
32, 2, 190290, 4, 9, 1, 10, 3, 1, 2, 0, 0, 40, 17, 0,1
26, 6, 203279, 5, 15, 3, 6, 4, 2, 2, 2463, 0, 50, 8, 0,1
26, 1, 167761, 1, 13, 1, 6, 3, 1, 2, 0, 0, 50, 1, 1,0
44, 1, 138845, 2, 10, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
49, 1, 144844, 4, 9, 1, 11, 3, 1, 2, 0, 0, 52, 1, 1,0
21, 0, 161930, 4, 9, 3, 0, 2, 5, 1, 0, 1504, 30, 1, 0,1
26, 1, 55743, 4, 9, 3, 9, 6, 5, 1, 0, 0, 30, 1, 0,1
40, 2, 117721, 4, 9, 1, 10, 3, 1, 2, 0, 0, 60, 1, 0,1
19, 2, 116385, 3, 7, 3, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
58, 1, 301867, 4, 9, 1, 10, 3, 1, 2, 0, 0, 40, 1, 0,1
61, 1, 238913, 7, 11, 1, 1, 3, 1, 2, 0, 0, 40, 1, 1,0
28, 2, 123983, 2, 10, 1, 4, 2, 2, 2, 0, 0, 63, 11, 0,1
26, 1, 165510, 1, 13, 3, 10, 2, 1, 2, 0, 0, 40, 1, 0,1
64, 1, 183513, 4, 9, 3, 9, 4, 1, 1, 0, 0, 25, 1, 0,1
42, 3, 119281, 1, 13, 1, 5, 3, 1, 2, 0, 0, 60, 1, 1,0
41, 1, 152629, 2, 10, 1, 1, 3, 1, 2, 0, 0, 40, 1, 1,0
45, 1, 110171, 4, 9, 3, 7, 4, 1, 2, 0, 0, 40, 1, 0,1
39, 1, 211440, 1, 13, 1, 4, 3, 1, 2, 0, 0, 50, 1, 1,0
41, 5, 359259, 4, 9, 1, 3, 3, 1, 2, 0, 0, 40, 1, 0,1
51, 1, 125796, 3, 7, 4, 3, 4, 5, 1, 0, 0, 40, 19, 0,1
34, 1, 39609, 7, 11, 2, 9, 6, 1, 1, 0, 0, 40, 1, 0,1
33, 1, 111567, 11, 14, 1, 5, 3, 1, 2, 0, 1902, 45, 6, 1,0
23, 1, 44064, 2, 10, 4, 3, 4, 1, 2, 0, 2559, 40, 1, 1,0
35, 2, 120066, 2, 10, 1, 2, 3, 3, 2, 0, 0, 60, 1, 0,1
41, 1, 132633, 3, 7, 2, 12, 6, 1, 1, 0, 0, 25, 32, 0,1
39, 1, 192702, 11, 14, 3, 2, 4, 1, 1, 0, 0, 50, 1, 0,1
41, 1, 166813, 2, 10, 1, 4, 3, 1, 2, 0, 0, 55, 1, 0,1
33, 3, 40444, 2, 10, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
22, 1, 290504, 4, 9, 3, 3, 5, 1, 2, 0, 0, 40, 1, 0,1
25, 1, 178505, 2, 10, 3, 5, 5, 1, 1, 0, 1504, 45, 1, 0,1
25, 1, 175370, 2, 10, 2, 8, 2, 1, 1, 0, 0, 40, 1, 0,1
77, 2, 72931, 9, 4, 6, 9, 4, 1, 2, 0, 0, 20, 17, 1,0
33, 0, 234542, 7, 11, 3, 0, 2, 1, 1, 0, 0, 40, 1, 0,1
66, 1, 284021, 4, 9, 5, 4, 4, 1, 1, 0, 0, 40, 1, 0,1
19, 1, 277974, 2, 10, 3, 4, 2, 1, 2, 0, 0, 35, 1, 0,1
44, 1, 111275, 4, 9, 3, 3, 6, 5, 1, 0, 0, 38, 1, 0,1
45, 3, 191776, 11, 14, 2, 4, 6, 1, 1, 25236, 0, 42, 1, 1,0
28, 1, 125527, 2, 10, 3, 4, 4, 1, 2, 0, 0, 50, 1, 0,1
19, 1, 38294, 4, 9, 3, 7, 5, 1, 2, 2597, 0, 40, 1, 0,1
43, 1, 313022, 4, 9, 1, 8, 3, 5, 2, 4386, 0, 40, 1, 1,0
39, 1, 179668, 1, 13, 1, 1, 3, 1, 2, 15024, 0, 40, 1, 1,0
33, 1, 198660, 1, 13, 1, 4, 3, 1, 2, 0, 0, 50, 1, 0,1
44, 1, 216116, 4, 9, 6, 3, 4, 5, 1, 0, 0, 40, 19, 0,1
62, 1, 200922, 9, 4, 5, 8, 4, 1, 1, 0, 0, 40, 1, 0,1
